编号,名称,描述,法力,力道,身法,元气,生命,物攻,魔攻,物防,魔防,霸道,会心,卸力,化解,力道%,身法%,元气%
33061070,空蝉剑,物攻 761·魔攻 441·身法 316·卸力 17,0,0,316,0,0,761,441,0,0,0,0,17,0,0,0,0
33061080,菩萨剑,物攻 960·魔攻 546·身法 322·卸力 17,0,0,322,0,0,960,546,0,0,0,0,17,0,0,0,0
33061090,紫凰剑,物攻 1173·魔攻 664·身法 371·卸力 17,0,0,371,0,0,1173,664,0,0,0,0,17,0,0,0,0
33061100,凶神剑,物攻 1398·魔攻 788·身法 421·卸力 17,0,0,421,0,0,1398,788,0,0,0,0,17,0,0,0,0
33062050,天武帽,生命 6025·物防 155·魔防 124·生命 1355,0,0,0,0,7380,0,0,155,124,0,0,0,0,0,0,0
33062060,血焰帽,生命 8529·物防 215·魔防 172·生命 1919,0,0,0,0,10448,0,0,215,172,0,0,0,0,0,0,0
33062070,空蝉帽,生命 11463·物防 285·魔防 228·生命 2579,0,0,0,0,14042,0,0,285,228,0,0,0,0,0,0,0
33062080,菩萨帽,生命 13131·物防 384·魔防 307·生命 2954,0,0,0,0,16085,0,0,384,307,0,0,0,0,0,0,0
33062090,紫凰帽,生命 15692·物防 476·魔防 381·生命 3530,0,0,0,0,19222,0,0,476,381,0,0,0,0,0,0,0
33062100,凶神帽,生命 18369·物防 573·魔防 459·生命 4133,0,0,0,0,22502,0,0,573,459,0,0,0,0,0,0,0
33063050,天武袍,物防 342·力道 190·生命 2410·生命 1807,0,190,0,0,4217,0,0,342,0,0,0,0,0,0,0,0
33063060,血焰袍,物防 474·力道 276·生命 3411·生命 2558,0,276,0,0,5969,0,0,474,0,0,0,0,0,0,0,0
33063070,空蝉袍,物防 628·力道 379·生命 4585·生命 3439,0,379,0,0,8024,0,0,628,0,0,0,0,0,0,0,0
33063080,菩萨袍,物防 845·力道 387·生命 5252·生命 3939,0,387,0,0,9191,0,0,845,0,0,0,0,0,0,0,0
33063090,紫凰袍,物防 1047·力道 445·生命 6277·生命 4707,0,445,0,0,10984,0,0,1047,0,0,0,0,0,0,0,0
33063100,凶神袍,物防 1262·力道 505·生命 7347·生命 5510,0,505,0,0,12857,0,0,1262,0,0,0,0,0,0,0,0
33064050,天武鞋,身法 397·魔防 155·生命 2410·化解 9,0,0,397,0,2410,0,0,0,155,0,0,0,9,0,0,0
33064060,血焰鞋,身法 576·魔防 215·生命 3411·化解 12,0,0,576,0,3411,0,0,0,215,0,0,0,12,0,0,0
33064070,空蝉鞋,身法 791·魔防 285·生命 4585·化解 17,0,0,791,0,4585,0,0,0,285,0,0,0,17,0,0,0
33064080,菩萨鞋,身法 807·魔防 384·生命 5252·化解 17,0,0,807,0,5252,0,0,0,384,0,0,0,17,0,0,0
33064090,紫凰鞋,身法 929·魔防 476·生命 6277·化解 17,0,0,929,0,6277,0,0,0,476,0,0,0,17,0,0,0
33064100,凶神鞋,身法 1052·魔防 573·生命 7347·化解 17,0,0,1052,0,7347,0,0,0,573,0,0,0,17,0,0,0
33065050,天武腰带,力道 445·生命 4519·物防 124·魔攻 119,0,445,0,0,4519,0,119,124,0,0,0,0,0,0,0,0
33065060,血焰腰带,力道 644·生命 6397·物防 172·魔攻 166,0,644,0,0,6397,0,166,172,0,0,0,0,0,0,0,0
33065070,空蝉腰带,力道 886·生命 8597·物防 228·魔攻 220,0,886,0,0,8597,0,220,228,0,0,0,0,0,0,0,0
33065080,菩萨腰带,力道 904·生命 9848·物防 307·魔攻 273,0,904,0,0,9848,0,273,307,0,0,0,0,0,0,0,0
33065090,紫凰腰带,力道 1040·生命 11769·物防 381·魔攻 332,0,1040,0,0,11769,0,332,381,0,0,0,0,0,0,0,0
33065100,凶神腰带,力道 1178·生命 13776·物防 459·魔攻 394,0,1178,0,0,13776,0,394,459,0,0,0,0,0,0,0,0
33066050,天武裤子,魔防 342·身法 238·生命 2108·物攻 112,0,0,238,0,2108,112,0,0,342,0,0,0,0,0,0,0
33066060,血焰裤子,魔防 474·身法 345·生命 2985·物攻 156,0,0,345,0,2985,156,0,0,474,0,0,0,0,0,0,0
33066070,空蝉裤子,魔防 628·身法 474·生命 4012·物攻 207,0,0,474,0,4012,207,0,0,628,0,0,0,0,0,0,0
33066080,菩萨裤子,魔防 845·身法 484·生命 4595·物攻 262,0,0,484,0,4595,262,0,0,845,0,0,0,0,0,0,0
33066090,紫凰裤子,魔防 1047·身法 557·生命 5492·物攻 320,0,0,557,0,5492,320,0,0,1047,0,0,0,0,0,0,0
33066100,凶神裤子,魔防 1262·身法 631·生命 6429·物攻 381,0,0,631,0,6429,381,0,0,1262,0,0,0,0,0,0,0
33067050,天武项链,元气 389·物攻 225·生命 3313·生命 1506,0,0,0,389,4819,225,0,0,0,0,0,0,0,0,0,0
33067060,血焰项链,元气 564·物攻 312·生命 4691·生命 2132,0,0,0,564,6823,312,0,0,0,0,0,0,0,0,0,0
33067070,空蝉项链,元气 774·物攻 415·生命 6305·生命 2865,0,0,0,774,9170,415,0,0,0,0,0,0,0,0,0,0
33067080,菩萨项链,元气 791·物攻 524·生命 7222·生命 3282,0,0,0,791,10504,524,0,0,0,0,0,0,0,0,0,0
33067090,紫凰项链,元气 910·物攻 640·生命 8631·生命 3923,0,0,0,910,12554,640,0,0,0,0,0,0,0,0,0,0
33067100,凶神项链,元气 1031·物攻 762·生命 10103·生命 4592,0,0,0,1031,14695,762,0,0,0,0,0,0,0,0,0,0
33068050,天武戒指,魔攻 438·元气 167·生命 3012·生命 1656,0,0,0,167,4668,0,438,0,0,0,0,0,0,0,0,0
33068060,血焰戒指,魔攻 609·元气 241·生命 4264·生命 2345,0,0,0,241,6609,0,609,0,0,0,0,0,0,0,0,0
33068070,空蝉戒指,魔攻 810·元气 332·生命 5731·生命 3152,0,0,0,332,8883,0,810,0,0,0,0,0,0,0,0,0
33068080,菩萨戒指,魔攻 1001·元气 339·生命 6565·生命 3611,0,0,0,339,10176,0,1001,0,0,0,0,0,0,0,0,0
33068090,紫凰戒指,魔攻 1217·元气 390·生命 7846·生命 4315,0,0,0,390,12161,0,1217,0,0,0,0,0,0,0,0,0
33068100,凶神戒指,魔攻 1445·元气 441·生命 9184·生命 5051,0,0,0,441,14235,0,1445,0,0,0,0,0,0,0,0,0
33071080,飞烟剑,物攻 1161·魔攻 661·力道 266·卸力 24·力道 10%,0,266,0,0,0,1161,661,0,0,0,0,24,0,100,0,0
33071090,紫微剑,物攻 1449·魔攻 826·力道 335·卸力 33·力道 10%,0,335,0,0,0,1449,826,0,0,0,0,33,0,100,0,0
33071100,修罗剑,物攻 1772·魔攻 1010·力道 411·卸力 44·力道 10%,0,411,0,0,0,1772,1010,0,0,0,0,44,0,100,0,0
33072080,飞烟帽,生命 16043·物防 461·魔防 368·生命 3609·身法 333,0,0,333,0,19652,0,0,461,368,0,0,0,0,0,0,0
33072090,紫微帽,生命 20159·物防 575·魔防 460·生命 4535·身法 419,0,0,419,0,24694,0,0,575,460,0,0,0,0,0,0,0
33072100,修罗帽,生命 24745·物防 702·魔防 562·生命 5567·身法 514,0,0,514,0,30312,0,0,702,562,0,0,0,0,0,0,0
33073080,飞烟袍,物防 1014·力道 333·生命 6417·生命 4813·身法 10%,0,333,0,0,11230,0,0,1014,0,0,0,0,0,0,100,0
33073090,紫微袍,物防 1266·力道 419·生命 8063·生命 6047·身法 10%,0,419,0,0,14110,0,0,1266,0,0,0,0,0,0,100,0
33073100,修罗袍,物防 1546·力道 514·生命 9898·生命 7423·身法 10%,0,514,0,0,17321,0,0,1546,0,0,0,0,0,0,100,0
33074080,飞烟鞋,身法 834·魔防 461·生命 6417·化解 24·力道 10%,0,0,834,0,6417,0,0,0,461,0,0,0,24,100,0,0
33074090,紫微鞋,身法 1048·魔防 575·生命 8063·化解 33·力道 10%,0,0,1048,0,8063,0,0,0,575,0,0,0,33,100,0,0
33074100,修罗鞋,身法 1286·魔防 702·生命 9898·化解 44·力道 10%,0,0,1286,0,9898,0,0,0,702,0,0,0,44,100,0,0
33075080,飞烟腰带,力道 733·生命 12032·物防 368·魔攻 330·身法 10%,0,733,0,0,12032,0,330,368,0,0,0,0,0,0,100,0
33075090,紫微腰带,力道 922·生命 15119·物防 460·魔攻 413·身法 10%,0,922,0,0,15119,0,413,460,0,0,0,0,0,0,100,0
33075100,修罗腰带,力道 1131·生命 18559·物防 562·魔攻 505·身法 10%,0,1131,0,0,18559,0,505,562,0,0,0,0,0,0,100,0
33076080,飞烟裤子,魔防 1014·身法 500·生命 5615·物攻 316·元气 233,0,0,500,233,5615,316,0,0,1014,0,0,0,0,0,0,0
33076090,紫微裤子,魔防 1266·身法 628·生命 7055·物攻 395·元气 293,0,0,628,293,7055,395,0,0,1266,0,0,0,0,0,0,0
33076100,修罗裤子,魔防 1546·身法 771·生命 8661·物攻 483·元气 360,0,0,771,360,8661,483,0,0,1546,0,0,0,0,0,0,0
33077080,飞烟项链,元气 583·物攻 633·生命 8823·生命 4010·元气 10%,0,0,0,583,12833,633,0,0,0,0,0,0,0,0,0,100
33077090,紫微项链,元气 733·物攻 790·生命 11087·生命 5039·元气 10%,0,0,0,733,16126,790,0,0,0,0,0,0,0,0,0,100
33077100,修罗项链,元气 900·物攻 966·生命 13610·生命 6186·元气 10%,0,0,0,900,19796,966,0,0,0,0,0,0,0,0,0,100
33078080,飞烟戒指,魔攻 1212·元气 350·生命 8021·生命 4411·元气 10%,0,0,0,350,12432,0,1212,0,0,0,0,0,0,0,0,100
33078090,紫微戒指,魔攻 1515·元气 439·生命 10079·生命 5543·元气 10%,0,0,0,439,15622,0,1515,0,0,0,0,0,0,0,0,100
33078100,修罗戒指,魔攻 1852·元气 540·生命 12372·生命 6805·元气 10%,0,0,0,540,19177,0,1852,0,0,0,0,0,0,0,0,100
34031001,雷火笔,魔攻 25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
34031010,极火笔,魔攻 56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
34031020,断岳笔,魔攻 98,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
34031030,花雨笔,魔攻 190,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0
34031040,焚魂笔,魔攻 313,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0
34032001,雷火冠,生命 330,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0
34032010,极火冠,生命 1520,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0
34032020,断岳冠,生命 3003,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0
34032030,花雨冠,生命 6179,0,0,0,0,6179,0,0,0,0,0,0,0,0,0,0,0
34032040,焚魂冠,生命 10492,0,0,0,0,10492,0,0,0,0,0,0,0,0,0,0,0
34033001,雷火服,物防 17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
34033010,极火服,物防 37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
34033020,断岳服,物防 69,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
34033030,花雨服,物防 132,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
34033040,焚魂服,物防 218,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0
34034001,雷火履,身法 5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
34034010,极火履,身法 16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
34034020,断岳履,身法 29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
34034030,花雨履,身法 69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
34034040,焚魂履,身法 124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0
34035001,雷火绦,魔防 17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
34035010,极火绦,魔防 37,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
34035020,断岳绦,魔防 69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
34035030,花雨绦,魔防 132,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0
34035040,焚魂绦,魔防 218,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0
34036001,雷火裤子,力道 5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34036010,极火裤子,力道 16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34036020,断岳裤子,力道 29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34036030,花雨裤子,力道 69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34036040,焚魂裤子,力道 124,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34037001,雷火项链,元气 10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
34037010,极火项链,元气 36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
34037020,断岳项链,元气 61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
34037030,花雨项链,元气 149,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0
34037040,焚魂项链,元气 269,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0
34038001,雷火戒指,魔攻 16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
34038010,极火戒指,魔攻 37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
34038020,断岳戒指,魔攻 65,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
34038030,花雨戒指,魔攻 126,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
34038040,焚魂戒指,魔攻 209,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0
34041010,真传笔,魔攻 51·力道 6,0,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0
34041020,飞燕笔,魔攻 102·力道 14,0,14,0,0,0,0,102,0,0,0,0,0,0,0,0,0
34041030,云浪笔,魔攻 197·力道 33,0,33,0,0,0,0,197,0,0,0,0,0,0,0,0,0
34041040,银光笔,魔攻 323·力道 58,0,58,0,0,0,0,323,0,0,0,0,0,0,0,0,0
34041050,风云笔,魔攻 411·力道 76,0,76,0,0,0,0,411,0,0,0,0,0,0,0,0,0
34041060,凤笔,魔攻 547·力道 89,0,89,0,0,0,0,547,0,0,0,0,0,0,0,0,0
34041070,血虹笔,魔攻 730·力道 126,0,126,0,0,0,0,730,0,0,0,0,0,0,0,0,0
34042010,真传冠,生命 1168·物防 11,0,0,0,0,1168,0,0,11,0,0,0,0,0,0,0,0
34042020,飞燕冠,生命 2746·物防 24,0,0,0,0,2746,0,0,24,0,0,0,0,0,0,0,0
34042030,云浪冠,生命 5644·物防 46,0,0,0,0,5644,0,0,46,0,0,0,0,0,0,0,0
34042040,银光冠,生命 9576·物防 76,0,0,0,0,9576,0,0,76,0,0,0,0,0,0,0,0
34042050,风云冠,生命 12928·物防 107,0,0,0,0,12928,0,0,107,0,0,0,0,0,0,0,0
34042060,凤冠,生命 15796·物防 136,0,0,0,0,15796,0,0,136,0,0,0,0,0,0,0,0
34042070,血虹冠,生命 21230·物防 181,0,0,0,0,21230,0,0,181,0,0,0,0,0,0,0,0
34043010,真传服,物防 26·魔攻 20,0,0,0,0,0,0,20,26,0,0,0,0,0,0,0,0
34043020,飞燕服,物防 57·魔攻 41,0,0,0,0,0,0,41,57,0,0,0,0,0,0,0,0
34043030,云浪服,物防 109·魔攻 78,0,0,0,0,0,0,78,109,0,0,0,0,0,0,0,0
34043040,银光服,物防 177·魔攻 129,0,0,0,0,0,0,129,177,0,0,0,0,0,0,0,0
34043050,风云服,物防 249·魔攻 164,0,0,0,0,0,0,164,249,0,0,0,0,0,0,0,0
34043060,凤服,物防 318·魔攻 219,0,0,0,0,0,0,219,318,0,0,0,0,0,0,0,0
34043070,血虹服,物防 424·魔攻 292,0,0,0,0,0,0,292,424,0,0,0,0,0,0,0,0
34044010,真传履,身法 15·魔防 11,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0
34044020,飞燕履,身法 34·魔防 24,0,0,34,0,0,0,0,0,24,0,0,0,0,0,0,0
34044030,云浪履,身法 77·魔防 46,0,0,77,0,0,0,0,0,46,0,0,0,0,0,0,0
34044040,银光履,身法 137·魔防 76,0,0,137,0,0,0,0,0,76,0,0,0,0,0,0,0
34044050,风云履,身法 178·魔防 107,0,0,178,0,0,0,0,0,107,0,0,0,0,0,0,0
34044060,凤履,身法 208·魔防 136,0,0,208,0,0,0,0,0,136,0,0,0,0,0,0,0
34044070,血虹履,身法 295·魔防 181,0,0,295,0,0,0,0,0,181,0,0,0,0,0,0,0
34045010,真传绦,力道 15·生命 500,0,15,0,0,500,0,0,0,0,0,0,0,0,0,0,0
34045020,飞燕绦,力道 34·生命 1177,0,34,0,0,1177,0,0,0,0,0,0,0,0,0,0,0
34045030,云浪绦,力道 77·生命 2418,0,77,0,0,2418,0,0,0,0,0,0,0,0,0,0,0
34045040,银光绦,力道 137·生命 4104,0,137,0,0,4104,0,0,0,0,0,0,0,0,0,0,0
34045050,风云绦,力道 178·生命 5540,0,178,0,0,5540,0,0,0,0,0,0,0,0,0,0,0
34045060,凤绦,力道 208·生命 6770,0,208,0,0,6770,0,0,0,0,0,0,0,0,0,0,0
34045070,血虹绦,力道 295·生命 9098,0,295,0,0,9098,0,0,0,0,0,0,0,0,0,0,0
34046010,真传裤子,魔防 26·元气 12,0,0,0,12,0,0,0,0,26,0,0,0,0,0,0,0
34046020,飞燕裤子,魔防 57·元气 26,0,0,0,26,0,0,0,0,57,0,0,0,0,0,0,0
34046030,云浪裤子,魔防 109·元气 60,0,0,0,60,0,0,0,0,109,0,0,0,0,0,0,0
34046040,银光裤子,魔防 177·元气 106,0,0,0,106,0,0,0,0,177,0,0,0,0,0,0,0
34046050,风云裤子,魔防 249·元气 138,0,0,0,138,0,0,0,0,249,0,0,0,0,0,0,0
34046060,凤裤子,魔防 318·元气 161,0,0,0,161,0,0,0,0,318,0,0,0,0,0,0,0
34046070,血虹裤子,魔防 424·元气 228,0,0,0,228,0,0,0,0,424,0,0,0,0,0,0,0
34047010,真传项链,元气 24·身法 6,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0
34047020,飞燕项链,元气 53·身法 14,0,0,14,53,0,0,0,0,0,0,0,0,0,0,0,0
34047030,云浪项链,元气 121·身法 33,0,0,33,121,0,0,0,0,0,0,0,0,0,0,0,0
34047040,银光项链,元气 213·身法 58,0,0,58,213,0,0,0,0,0,0,0,0,0,0,0,0
34047050,风云项链,元气 276·身法 76,0,0,76,276,0,0,0,0,0,0,0,0,0,0,0,0
34047060,凤项链,元气 323·身法 89,0,0,89,323,0,0,0,0,0,0,0,0,0,0,0,0
34047070,血虹项链,元气 457·身法 126,0,0,126,457,0,0,0,0,0,0,0,0,0,0,0,0
34048010,真传戒指,魔攻 30·元气 12,0,0,0,12,0,0,30,0,0,0,0,0,0,0,0,0
34048020,飞燕戒指,魔攻 61·元气 26,0,0,0,26,0,0,61,0,0,0,0,0,0,0,0,0
34048030,云浪戒指,魔攻 118·元气 60,0,0,0,60,0,0,118,0,0,0,0,0,0,0,0,0
34048040,银光戒指,魔攻 193·元气 106,0,0,0,106,0,0,193,0,0,0,0,0,0,0,0,0
34048050,风云戒指,魔攻 246·元气 138,0,0,0,138,0,0,246,0,0,0,0,0,0,0,0,0
34048060,凤戒指,魔攻 328·元气 161,0,0,0,161,0,0,328,0,0,0,0,0,0,0,0,0
34048070,血虹戒指,魔攻 438·元气 228,0,0,0,228,0,0,438,0,0,0,0,0,0,0,0,0
34051020,紫焰笔,物攻 0·魔攻 72·力道 16,0,16,0,0,0,0,72,0,0,0,0,0,0,0,0,0
34051030,山海笔,物攻 0·魔攻 136·力道 35,0,35,0,0,0,0,136,0,0,0,0,0,0,0,0,0
34051040,暴风笔,物攻 0·魔攻 221·力道 61,0,61,0,0,0,0,221,0,0,0,0,0,0,0,0,0
34051050,银羽笔,物攻 0·魔攻 283·力道 73,0,73,0,0,0,0,283,0,0,0,0,0,0,0,0,0
34051060,昇龙笔,物攻 0·魔攻 418·力道 98,0,98,0,0,0,0,418,0,0,0,0,0,0,0,0,0
34051070,童子笔,物攻 0·魔攻 539·力道 126,0,126,0,0,0,0,539,0,0,0,0,0,0,0,0,0
34051080,闪电笔,物攻 0·魔攻 637·力道 150,0,150,0,0,0,0,637,0,0,0,0,0,0,0,0,0
34051090,如意笔,物攻 0·魔攻 762·力道 171,0,171,0,0,0,0,762,0,0,0,0,0,0,0,0,0
34051100,万里笔,物攻 0·魔攻 921·力道 189,0,189,0,0,0,0,921,0,0,0,0,0,0,0,0,0
34052020,紫焰冠,生命 1490·物防 25·魔防 17,0,0,0,0,1490,0,0,25,17,0,0,0,0,0,0,0
34052030,山海冠,生命 3065·物防 47·魔防 31,0,0,0,0,3065,0,0,47,31,0,0,0,0,0,0,0
34052040,暴风冠,生命 5203·物防 76·魔防 50,0,0,0,0,5203,0,0,76,50,0,0,0,0,0,0,0
34052050,银羽冠,生命 6854·物防 116·魔防 77,0,0,0,0,6854,0,0,116,77,0,0,0,0,0,0,0
34052060,昇龙冠,生命 9273·物防 160·魔防 107,0,0,0,0,9273,0,0,160,107,0,0,0,0,0,0,0
34052070,童子冠,生命 11856·物防 210·魔防 140,0,0,0,0,11856,0,0,210,140,0,0,0,0,0,0,0
34052080,闪电冠,生命 14503·物防 264·魔防 176,0,0,0,0,14503,0,0,264,176,0,0,0,0,0,0,0
34052090,如意冠,生命 17133·物防 320·魔防 213,0,0,0,0,17133,0,0,320,213,0,0,0,0,0,0,0
34052100,万里冠,生命 19623·物防 376·魔防 251,0,0,0,0,19623,0,0,376,251,0,0,0,0,0,0,0
34053020,紫焰服,物防 43·力道 24·生命 596,0,24,0,0,596,0,0,43,0,0,0,0,0,0,0,0
34053030,山海服,物防 79·力道 52·生命 1226,0,52,0,0,1226,0,0,79,0,0,0,0,0,0,0,0
34053040,暴风服,物防 127·力道 91·生命 2081,0,91,0,0,2081,0,0,127,0,0,0,0,0,0,0,0
34053050,银羽服,物防 193·力道 109·生命 2741,0,109,0,0,2741,0,0,193,0,0,0,0,0,0,0,0
34053060,昇龙服,物防 267·力道 148·生命 3709,0,148,0,0,3709,0,0,267,0,0,0,0,0,0,0,0
34053070,童子服,物防 351·力道 189·生命 4742,0,189,0,0,4742,0,0,351,0,0,0,0,0,0,0,0
34053080,闪电服,物防 441·力道 225·生命 5801,0,225,0,0,5801,0,0,441,0,0,0,0,0,0,0,0
34053090,如意服,物防 534·力道 257·生命 6853,0,257,0,0,6853,0,0,534,0,0,0,0,0,0,0,0
34053100,万里服,物防 627·力道 284·生命 7849,0,284,0,0,7849,0,0,627,0,0,0,0,0,0,0,0
34054020,紫焰履,身法 56·魔防 25·生命 397,0,0,56,0,397,0,0,0,25,0,0,0,0,0,0,0
34054030,山海履,身法 123·魔防 47·生命 817,0,0,123,0,817,0,0,0,47,0,0,0,0,0,0,0
34054040,暴风履,身法 214·魔防 76·生命 1387,0,0,214,0,1387,0,0,0,76,0,0,0,0,0,0,0
34054050,银羽履,身法 256·魔防 116·生命 1827,0,0,256,0,1827,0,0,0,116,0,0,0,0,0,0,0
34054060,昇龙履,身法 345·魔防 160·生命 2472,0,0,345,0,2472,0,0,0,160,0,0,0,0,0,0,0
34054070,童子履,身法 442·魔防 210·生命 3161,0,0,442,0,3161,0,0,0,210,0,0,0,0,0,0,0
34054080,闪电履,身法 525·魔防 264·生命 3867,0,0,525,0,3867,0,0,0,264,0,0,0,0,0,0,0
34054090,如意履,身法 599·魔防 320·生命 4569,0,0,599,0,4569,0,0,0,320,0,0,0,0,0,0,0
34054100,万里履,身法 662·魔防 376·生命 5233,0,0,662,0,5233,0,0,0,376,0,0,0,0,0,0,0
34055020,紫焰绦,力道 40·生命 993·物防 17,0,40,0,0,993,0,0,17,0,0,0,0,0,0,0,0
34055030,山海绦,力道 88·生命 2043·物防 31,0,88,0,0,2043,0,0,31,0,0,0,0,0,0,0,0
34055040,暴风绦,力道 153·生命 3468·物防 50,0,153,0,0,3468,0,0,50,0,0,0,0,0,0,0,0
34055050,银羽绦,力道 183·生命 4569·物防 77,0,183,0,0,4569,0,0,77,0,0,0,0,0,0,0,0
34055060,昇龙绦,力道 247·生命 6182·物防 107,0,247,0,0,6182,0,0,107,0,0,0,0,0,0,0,0
34055070,童子绦,力道 316·生命 7904·物防 140,0,316,0,0,7904,0,0,140,0,0,0,0,0,0,0,0
34055080,闪电绦,力道 375·生命 9669·物防 176,0,375,0,0,9669,0,0,176,0,0,0,0,0,0,0,0
34055090,如意绦,力道 428·生命 11422·物防 213,0,428,0,0,11422,0,0,213,0,0,0,0,0,0,0,0
34055100,万里绦,力道 473·生命 13082·物防 251,0,473,0,0,13082,0,0,251,0,0,0,0,0,0,0,0
34056020,紫焰裤子,魔防 43·身法 24·生命 546,0,0,24,0,546,0,0,0,43,0,0,0,0,0,0,0
34056030,山海裤子,魔防 79·身法 52·生命 1124,0,0,52,0,1124,0,0,0,79,0,0,0,0,0,0,0
34056040,暴风裤子,魔防 127·身法 91·生命 1907,0,0,91,0,1907,0,0,0,127,0,0,0,0,0,0,0
34056050,银羽裤子,魔防 193·身法 109·生命 2513,0,0,109,0,2513,0,0,0,193,0,0,0,0,0,0,0
34056060,昇龙裤子,魔防 267·身法 148·生命 3400,0,0,148,0,3400,0,0,0,267,0,0,0,0,0,0,0
34056070,童子裤子,魔防 351·身法 189·生命 4347,0,0,189,0,4347,0,0,0,351,0,0,0,0,0,0,0
34056080,闪电裤子,魔防 441·身法 225·生命 5317,0,0,225,0,5317,0,0,0,441,0,0,0,0,0,0,0
34056090,如意裤子,魔防 534·身法 257·生命 6282,0,0,257,0,6282,0,0,0,534,0,0,0,0,0,0,0
34056100,万里裤子,魔防 627·身法 284·生命 7195,0,0,284,0,7195,0,0,0,627,0,0,0,0,0,0,0
34057020,紫焰项链,元气 122·物攻 0·生命 447,0,0,0,122,447,0,0,0,0,0,0,0,0,0,0,0
34057030,山海项链,元气 267·物攻 0·生命 919,0,0,0,267,919,0,0,0,0,0,0,0,0,0,0,0
34057040,暴风项链,元气 464·物攻 0·生命 1560,0,0,0,464,1560,0,0,0,0,0,0,0,0,0,0,0
34057050,银羽项链,元气 555·物攻 0·生命 2056,0,0,0,555,2056,0,0,0,0,0,0,0,0,0,0,0
34057060,昇龙项链,元气 749·物攻 0·生命 2781,0,0,0,749,2781,0,0,0,0,0,0,0,0,0,0,0
34057070,童子项链,元气 959·物攻 0·生命 3556,0,0,0,959,3556,0,0,0,0,0,0,0,0,0,0,0
34057080,闪电项链,元气 1138·物攻 0·生命 4351,0,0,0,1138,4351,0,0,0,0,0,0,0,0,0,0,0
34057090,如意项链,元气 1300·物攻 0·生命 5140,0,0,0,1300,5140,0,0,0,0,0,0,0,0,0,0,0
34057100,万里项链,元气 1436·物攻 0·生命 5887,0,0,0,1436,5887,0,0,0,0,0,0,0,0,0,0,0
34058020,紫焰戒指,魔攻 168·元气 52·生命 496,0,0,0,52,496,0,168,0,0,0,0,0,0,0,0,0
34058030,山海戒指,魔攻 317·元气 114·生命 1021,0,0,0,114,1021,0,317,0,0,0,0,0,0,0,0,0
34058040,暴风戒指,魔攻 517·元气 199·生命 1734,0,0,0,199,1734,0,517,0,0,0,0,0,0,0,0,0
34058050,银羽戒指,魔攻 662·元气 237·生命 2284,0,0,0,237,2284,0,662,0,0,0,0,0,0,0,0,0
34058060,昇龙戒指,魔攻 976·元气 321·生命 3091,0,0,0,321,3091,0,976,0,0,0,0,0,0,0,0,0
34058070,童子戒指,魔攻 1257·元气 411·生命 3952,0,0,0,411,3952,0,1257,0,0,0,0,0,0,0,0,0
34058080,闪电戒指,魔攻 1486·元气 488·生命 4834,0,0,0,488,4834,0,1486,0,0,0,0,0,0,0,0,0
